time,Detuning [Hz]
0.0,-0.4424088600307296
9.490357641929459e-05,-0.38962403801314427
0.00018980715283829774,-0.3670824770470287
0.00028471072925759233,-0.4932526032079598
0.0003796143056768869,-0.38480264856032487
0.0004745178820958901,-0.3826111079780342
0.0005694214585151847,-0.46219534135266516
0.0006643250349341878,-0.32394043388137667
0.0007592286113534824,-0.4409060892772959
0.0008541321877724856,-0.38943619170838484
0.0009490357641917802,-0.36006954691798665
0.0010439393406110956,-0.38686895832198187
0.0011388429170300987,-0.48542567230194567
0.0012337464934493933,-0.316113503008912
0.0013286500698683965,-0.3707767884028893
0.001423553646287691,-0.33771583227005686
0.0015184572227066942,-0.1982086158006702
0.0016133607991259888,-0.3367139850943933
0.001708264375544992,-0.2231921793191222
0.0018031679519642865,-0.12651392874908668
0.0018980715283835811,-0.16301873452270352
0.0019929751048025843,-0.1440462539643334
0.0020878786812218997,0.03497130963792629
0.002182782257640882,-0.14673871816465364
0.0022776858340601974,-0.027769368477783295
0.002372589410479492,0.06646687963384779
0.002467492986898495,-0.05262770106153335
0.0025623965633177898,0.13797372031357294
0.002657300139736793,0.1302094049118142
0.0027522037161560875,0.0776124292258147
0.0028471072925750907,0.19620608622935737
0.0029420108689943852,0.15932558787977125
0.00303691444541368,0.24661152128609695
0.003131818021832683,0.23083242849910734
0.0032267215982519984,0.3064092734260276
0.0033216251746709807,0.3336469929169573
0.003416528751090296,0.37397134096100704
0.0035114323275092993,0.30584573433058215
0.003606335903928594,0.44316141013044946
0.0037012394803478885,0.43245416865896663
0.0037961430567668916,0.3846785823653909
0.003891046633186186,0.5225577971935981
0.003985950209605189,0.4890585329469914
0.004080853786024484,0.49920223549078285
0.004175757362443487,0.6158548135197528
0.004270660938862782,0.525187646010441
0.004365564515281785,0.5814789330791473
0.0044604680917011,0.6874868851945689
0.004555371668120395,0.5936263298132347
0.004650275244539398,0.625873285175805
0.004745178820958693,0.7460323283833642
0.004840082397377696,0.6184220468725997
0.00493498597379699,0.7059584421147798
0.0050298895502159935,0.7807839016414952
0.005124793126635288,0.6748385648692915
0.005219696703054583,0.7422127861129313
0.005314600279473586,0.7357007795348199
0.005409503855892589,0.778780207323698
0.0055044074323118836,0.8204820951059738
0.005599311008731199,0.7712663536236023
0.005694214585150181,0.8206073260540956
0.005789118161569497,0.840769500005673
0.0058840217379885,0.7984414576840855
0.0059789253144077945,0.7974396105956442
0.006073828890827089,0.8578635171742379
0.006168732467246092,0.7586806486683823
0.006263636043665095,0.9318123603392071
0.00635853962008439,0.7747102031905778
0.0064534431965036845,0.7601834195157611
0.006548346772922688,0.8661913715573738
0.006643250349341982,0.7692000438954948
0.006738153925760985,0.8296865658709857
0.00683305750218028,0.8632484456218477
0.006927961078599595,0.8293734886449442
0.007022864655018599,0.8208577878295609
0.007117768231437893,0.7719551235396813
0.007212671807857188,0.81115239341297
0.007307575384276191,0.7296896966888063
0.007402478960695194,0.7460323283565246
0.007497382537114489,0.7685738894031523
0.007592286113533783,0.7254318462240805
0.007687189689952786,0.6789711844328647
0.007782093266372081,0.7244299991020896
0.007876996842791084,0.6625033218036049
0.0079719004192104,0.6153538899755321
0.008066803995629382,0.7662571178660367
0.008161707572048697,0.6192047400014475
0.008256611148467992,0.6450649196803423
0.008351514724886995,0.6005766445520896
0.008446418301305998,0.5312613443204572
0.008541321877725293,0.5572467549541902
0.008636225454144587,0.5618802981559228
0.008731129030563882,0.5109113240372873
0.008826032606982885,0.4254412385903137
0.008920936183401888,0.43170278323862565
0.009015839759821183,0.4376512508286566
0.009110743336240498,0.40966214585029337
0.00920564691265948,0.43664940362614035
0.009300550489078796,0.3706527222079553
0.0093954540654978,0.3472345449941682
0.009490357641917094,0.2722212392163726
0.009585261218336388,0.28386771236598
